sentence,true_book,similarity_The Adventures of Alice in Wonderland,similarity_Anna Karenina,similarity_Wuthering Heights,similarity_Frankenstein,belongs_to_The Adventures of Alice in Wonderland,belongs_to_Anna Karenina,belongs_to_Wuthering Heights,belongs_to_Frankenstein,knn_best_book,knn_best_score,num_books_belongs_to,knn_confidence
It s weel eneugh to ate a few porridge in.,Wuthering Heights,0.0,0.5161828920061252,0.41739760883949345,0.06641949915438129,0,1,1,0,Anna Karenina,0.5161828920061252,2.0,0.09878528316663177
"He was dissatisfied with her for being unable to make up her mind to let him go when it was necessary (and how strange it was for him to think that he, so lately hardly daring to believe in such happiness as that she could love him now was unhappy because she loved him too much!",Anna Karenina,0.0,1.0,0.0,0.0,0,1,0,0,Anna Karenina,1.0,1.0,1.0
"Mr. Heathcliff, who grew more and more disinclined to society, had almost banished Earnshaw from his apartment.",Wuthering Heights,0.0,0.3340969505589086,0.4679613976187399,0.19794165182235152,0,1,1,0,Wuthering Heights,0.4679613976187399,2.0,0.1338644470598313
"Not at all, not at all.",Anna Karenina,0.13084566416832896,0.6677584813070134,0.20139585452465764,0.0,0,1,0,0,Anna Karenina,0.6677584813070134,1.0,0.4663626267823558
"The notion of _envying_ Catherine was incomprehensible to him, but the notion of grieving her he understood clearly enough.",Wuthering Heights,0.0,0.9179015069029359,0.08209849309706402,0.0,0,1,1,0,Anna Karenina,0.9179015069029359,2.0,0.8358030138058719
"The boy, blushing and making no answer, cautiously drew his hand away.",Anna Karenina,0.0,0.8665906746964557,0.13340932530354435,0.0,0,1,0,0,Anna Karenina,0.8665906746964557,1.0,0.7331813493929114
"She took down a jar from one of the shelves as she passed; it was labelled ORANGE MARMALADE , but to her great disappointment it was empty: she did not like to drop the jar for fear of killing somebody underneath, so managed to put it into one of the cupboards as she fell past it.",The Adventures of Alice in Wonderland,0.4076699436891653,0.39640060538729993,0.19592945092353478,0.0,1,1,0,0,The Adventures of Alice in Wonderland,0.4076699436891653,2.0,0.011269338301865384
"You re afraid of spiders, and I of these vermin.",Anna Karenina,0.0,0.7364981239664892,0.131427490284317,0.13207438574919386,0,1,0,0,Anna Karenina,0.7364981239664892,1.0,0.6044237382172953
"Masha, pass us some junket or raspberries.",Anna Karenina,0.19545061206965167,0.47680229744732816,0.32774709048302014,0.0,0,1,1,0,Anna Karenina,0.47680229744732816,2.0,0.14905520696430802
"For instance, suppose it were nine o clock in the morning, just time to begin lessons: you d only have to whisper a hint to Time, and round goes the clock in a twinkling!",The Adventures of Alice in Wonderland,0.4156960605920759,0.4554806812895887,0.1288232581183354,0.0,1,1,0,0,Anna Karenina,0.4554806812895887,2.0,0.03978462069751276
But a minute s reflection convinced me it was not my ghostly Catherine.,Wuthering Heights,0.0,0.19500689793799383,0.6722910793097229,0.13270202275228327,0,0,1,0,Wuthering Heights,0.6722910793097229,1.0,0.477284181371729
But why should I dwell upon the incidents that followed this last overwhelming event?,Frankenstein,0.0,0.3296634708349999,0.06554582368185218,0.6047907054831478,0,0,0,1,Frankenstein,0.6047907054831478,1.0,0.2751272346481479
"He sent a rapid glance through the half-open door of the chamber, and, ascertaining that what I stated was apparently true, delivered the house of his luckless presence.",Wuthering Heights,0.0,0.39297693778948894,0.47465214012664153,0.13237092208386952,0,1,1,0,Wuthering Heights,0.47465214012664153,2.0,0.08167520233715259
"Make haste and get ready, now; and don t oblige me to compel you.",Wuthering Heights,0.0,0.5936795508159183,0.4063204491840818,0.0,0,1,1,0,Anna Karenina,0.5936795508159183,2.0,0.1873591016318365
But she was innocent.,Frankenstein,0.06278726858147694,0.3246306791176497,0.25158220959171096,0.3609998427091624,0,1,1,1,Frankenstein,0.3609998427091624,3.0,0.03636916359151271
"Just now, when Levin, under the influence of the thoughts that had come to him, and Agafea Mihalovna s hint, was in a troubled and uncertain humor, the meeting with his brother that he had to face seemed particularly difficult.",Anna Karenina,0.0,1.0,0.0,0.0,0,1,0,0,Anna Karenina,1.0,1.0,1.0
"Probably you do not; I will relate her history, therefore in a few words.",Frankenstein,0.0,0.33252880683396896,0.5350374053770246,0.1324337877890064,0,0,1,1,Wuthering Heights,0.5350374053770246,2.0,0.20250859854305564
"Levin said without much interest, for he had wanted to ask her advice, and so was annoyed that he had come at an unlucky moment.",Anna Karenina,0.0,0.9320739172238558,0.06792608277614419,0.0,0,1,0,0,Anna Karenina,0.9320739172238558,1.0,0.8641478344477116
"Then, the paleness of her face its haggard aspect having vanished as she recovered flesh and the peculiar expression arising from her mental state, though painfully suggestive of their causes, added to the touching interest which she awakened; and invariably to me, I know, and to any person who saw her, I should think refuted more tangible proofs of convalescence, and stamped her as one doomed to decay.",Wuthering Heights,0.0,0.5249364652954038,0.34340945229038067,0.13165408241421553,0,1,1,0,Anna Karenina,0.5249364652954038,2.0,0.18152701300502316
I asked if he liked Mr. Heathcliff.,Wuthering Heights,0.0,0.4691925913883887,0.5308074086116114,0.0,0,1,1,0,Wuthering Heights,0.5308074086116114,2.0,0.06161481722322265
And then you would like me as well as your father?,Wuthering Heights,0.06565290977350657,0.6629067592117943,0.2714403310146991,0.0,0,1,1,0,Anna Karenina,0.6629067592117943,2.0,0.3914664281970952
"Up, lazy thing!",The Adventures of Alice in Wonderland,0.2783388969407936,0.19558066793513326,0.5260804351240731,0.0,1,0,1,0,Wuthering Heights,0.5260804351240731,2.0,0.24774153818327949
How mad I am!...,Anna Karenina,0.13242874288880097,0.6728510997211934,0.1947201573900057,0.0,0,1,0,0,Anna Karenina,0.6728510997211934,1.0,0.4781309423311877
"I fear it was wrong, though expedient.",Wuthering Heights,0.0,0.5265024934914061,0.4074910632322142,0.06600644327637974,0,1,1,0,Anna Karenina,0.5265024934914061,2.0,0.11901143025919192
Supposing she had been older ...,Anna Karenina,0.06484986656977099,0.6058025982839805,0.2646960345963515,0.06465150054989696,0,1,0,0,Anna Karenina,0.6058025982839805,1.0,0.34110656368762904
Learn my miseries and do not seek to increase your own.,Frankenstein,0.06430451446362377,0.259596495473305,0.13310739045220515,0.5429915996108661,0,0,0,1,Frankenstein,0.5429915996108661,1.0,0.2833951041375611
"As the trial had proceeded, her countenance had altered.",Frankenstein,0.0,0.7221994918502029,0.06507969687367474,0.2127208112761223,0,1,0,1,Anna Karenina,0.7221994918502029,2.0,0.5094786805740806
"She lifted a mouthful to her lips: then she set it down again: her cheeks flushed, and the tears gushed over them.",Wuthering Heights,0.0,0.8577880984800941,0.14221190151990595,0.0,0,1,1,0,Anna Karenina,0.8577880984800941,2.0,0.7155761969601881
"said Turovtsin, warmed up by the champagne he had drunk, and long waiting for an opportunity to break the silence that had weighed on him.",Anna Karenina,0.0,1.0,0.0,0.0,0,1,0,0,Anna Karenina,1.0,1.0,1.0
"He got up to go to his writing-table, and Laska, lying at his feet, got up too, stretching and looking at him as though to inquire where to go.",Anna Karenina,0.06613154460407604,0.868978053669925,0.064890401725999,0.0,0,1,0,0,Anna Karenina,0.868978053669925,1.0,0.802846509065849
"Happily, an inhabitant of the kitchen made more dispatch; a lusty dame, with tucked-up gown, bare arms, and fire-flushed cheeks, rushed into the midst of us flourishing a frying-pan: and used that weapon, and her tongue, to such purpose, that the storm subsided magically, and she only remained, heaving like a sea after a high wind, when her master entered on the scene.",Wuthering Heights,0.3349377639464499,0.3326412735394055,0.3324209625141446,0.0,1,1,1,0,The Adventures of Alice in Wonderland,0.3349377639464499,3.0,0.002296490407044438
"The Dormouse is asleep again, said the Hatter, and he poured a little hot tea upon its nose.",The Adventures of Alice in Wonderland,0.15306982165161673,0.5871612589535363,0.19414616757165876,0.06562275182318819,1,1,0,0,Anna Karenina,0.5871612589535363,2.0,0.39301509138187757
"He just had time to free his leg when she fell on one side, gasping painfully, and, making vain efforts to rise with her delicate, soaking neck, she fluttered on the ground at his feet like a shot bird.",Anna Karenina,0.0,0.7422529766373508,0.19267895107882868,0.06506807228382051,0,1,0,0,Anna Karenina,0.7422529766373508,1.0,0.5495740255585221
"If she will punish herself, _tant pis pour elle._ But as he was going he fancied that she said something, and his heart suddenly ached with pity for her.",Anna Karenina,0.0,1.0,0.0,0.0,0,1,0,0,Anna Karenina,1.0,1.0,1.0
"It was done; I stirred up the ashes, and interred them under a shovelful of coals; and she mutely, and with a sense of intense injury, retired to her private apartment.",Wuthering Heights,0.1306131621229394,0.06352490407261768,0.6124061610541903,0.19345577275025258,0,0,1,0,Wuthering Heights,0.6124061610541903,1.0,0.4189503883039377
Poor little thing!,The Adventures of Alice in Wonderland,0.13824660509393358,0.19518703659248277,0.5292103908419653,0.1373559674716184,1,0,1,0,Wuthering Heights,0.5292103908419653,2.0,0.33402335424948254
"Thank you, princess, for your sympathy and advice.",Anna Karenina,0.0,0.8055157328571164,0.19448426714288355,0.0,0,1,0,0,Anna Karenina,0.8055157328571164,1.0,0.6110314657142328
"As true as I live, he s dying for you; breaking his heart at your fickleness: not figuratively, but actually.",Wuthering Heights,0.0,0.2610042731153885,0.7389957268846116,0.0,0,0,1,0,Wuthering Heights,0.7389957268846116,1.0,0.4779914537692231
"Catherine had reached her full height; her figure was both plump and slender, elastic as steel, and her whole aspect sparkling with health and spirits.",Wuthering Heights,0.13194634398000316,0.3929820707360848,0.282001724523335,0.19306986076057703,0,1,1,1,Anna Karenina,0.3929820707360848,3.0,0.11098034621274983
What a number of cucumber-frames there must be!,The Adventures of Alice in Wonderland,0.34906218751575924,0.5223732265831017,0.128564585901139,0.0,1,1,0,0,Anna Karenina,0.5223732265831017,2.0,0.17331103906734247
"The Queen turned angrily away from him, and said to the Knave Turn them over!",The Adventures of Alice in Wonderland,0.21230170217137334,0.7229565305269786,0.06474176730164807,0.0,1,1,0,0,Anna Karenina,0.7229565305269786,2.0,0.5106548283556053
"Come in, and kindle _me_ a fire, and do anything there is to do about the room.",Wuthering Heights,0.13178107155851052,0.3260507437597125,0.542168184681777,0.0,0,0,1,0,Wuthering Heights,0.542168184681777,1.0,0.21611744092206447
"Alexey Alexandrovitch stood still and said nothing, but his face struck Stepan Arkadyevitch by its expression of an unresisting sacrifice.",Anna Karenina,0.0,0.9343003514480882,0.06569964855191175,0.0,0,1,0,0,Anna Karenina,0.9343003514480882,1.0,0.8686007028961764
Never mind!,The Adventures of Alice in Wonderland,0.1395143122730198,0.3817861646595265,0.41256488182502604,0.06613464124242772,1,1,1,0,Wuthering Heights,0.41256488182502604,3.0,0.03077871716549957
"Life and death appeared to me ideal bounds, which I should first break through, and pour a torrent of light into our dark world.",Frankenstein,0.0,0.0,0.065987578152487,0.934012421847513,0,0,0,1,Frankenstein,0.934012421847513,1.0,0.868024843695026
I can give them no attention any more.,Wuthering Heights,0.0,0.7172160786105461,0.21891176229338713,0.06387215909606671,0,1,1,0,Anna Karenina,0.7172160786105461,2.0,0.498304316317159
"The prince listened to the princess s scolding rather a long while without speaking, but his face was more and more frowning.",Anna Karenina,0.0,0.8709609965643998,0.12903900343560018,0.0,0,1,0,0,Anna Karenina,0.8709609965643998,1.0,0.7419219931287997
"I shuddered when I thought of the possible consequences of my consent, but I felt that there was some justice in his argument.",Frankenstein,0.0,0.39886829552917535,0.3954752400996929,0.20565646437113172,0,1,1,1,Anna Karenina,0.39886829552917535,3.0,0.0033930554294824278
I never could survive so horrible a misfortune.,Frankenstein,0.0,0.3909725090821994,0.25690654373602534,0.3521209471817753,0,1,1,1,Anna Karenina,0.3909725090821994,3.0,0.0388515619004241
Dear mountains!,Frankenstein,0.06591294448902701,0.3906738217168716,0.2660807901587472,0.2773324436353542,0,1,1,1,Anna Karenina,0.3906738217168716,3.0,0.1133413780815174
And your assistant s Karenin.,Anna Karenina,0.0,0.8019750537390203,0.13340137757139883,0.06462356868958082,0,1,0,0,Anna Karenina,0.8019750537390203,1.0,0.6685736761676215
They are waiting on the shingle will you come and join the dance?,The Adventures of Alice in Wonderland,0.21596498053286023,0.4573895187238596,0.26209805936725394,0.06454744137602628,1,1,1,0,Anna Karenina,0.4573895187238596,3.0,0.19529145935660563
And could not such words from her whom I fondly prized before every other gift of fortune suffice to chase away the fiend that lurked in my heart?,Frankenstein,0.0,0.26425501323872147,0.6543960661746723,0.08134892058660632,0,0,1,1,Wuthering Heights,0.6543960661746723,2.0,0.3901410529359508
I am questioning the universal manifestation of God to all the world with all those misty blurs.,Anna Karenina,0.0,0.6114801164069745,0.1294964181658131,0.25902346542721244,0,1,0,0,Anna Karenina,0.6114801164069745,1.0,0.3524566509797621
"I thanked my friend from my heart, but I did not speak.",Frankenstein,0.0,0.4539076279012153,0.329836676274939,0.21625569582384566,0,1,1,1,Anna Karenina,0.4539076279012153,3.0,0.1240709516262763
"Well then, Vronsky began to start a conversation of some sort; so you re settled here?",Anna Karenina,0.13494018765952764,0.8011557916583426,0.0,0.06390402068212979,0,1,0,0,Anna Karenina,0.8011557916583426,1.0,0.666215603998815
In a week s time.,Anna Karenina,0.12981146202743626,0.6149463390422376,0.2552421989303261,0.0,0,1,0,0,Anna Karenina,0.6149463390422376,1.0,0.3597041401119115
"I once had a friend, the most noble of human creatures, and am entitled, therefore, to judge respecting friendship.",Frankenstein,0.06492249376484321,0.26108701457144223,0.26138688445420705,0.41260360720950745,0,1,1,1,Frankenstein,0.41260360720950745,3.0,0.1512167227553004
"At five o clock, and not evening dress, please, he shouted once more, turning at the door.",Anna Karenina,0.0,0.8686186132105737,0.13138138678942632,0.0,0,1,0,0,Anna Karenina,0.8686186132105737,1.0,0.7372372264211473
He s a pretty little darling when he s good.,Wuthering Heights,0.0,0.7269893641705504,0.27301063582944957,0.0,0,1,1,0,Anna Karenina,0.7269893641705504,2.0,0.4539787283411008
I ve taught him to scorn everything extra-animal as silly and weak.,Wuthering Heights,0.0,0.32985782786601087,0.604041865200877,0.06610030693311209,0,0,1,0,Wuthering Heights,0.604041865200877,1.0,0.2741840373348661
The chief thing I shouldn t like would be for people to imagine I want to prove anything.,Anna Karenina,0.0,0.8048264841478406,0.19517351585215933,0.0,0,1,0,0,Anna Karenina,0.8048264841478406,1.0,0.6096529682956813
"He thought and wrote, never losing the happy consciousness of her presence.",Anna Karenina,0.0,0.9350078071652363,0.06499219283476362,0.0,0,1,0,0,Anna Karenina,0.9350078071652363,1.0,0.8700156143304727
