sentence,original_label,original_book,book_Anna_Karenina,book_Frankenstein,book_The_Adventures_of_Alice_in_Wonderland,book_Wuthering_Heights
"Edwin and Morcar, the earls of Mercia and Northumbria, declared for him: and even Stigand, the patriotic archbishop of Canterbury, found it advisable Found _what_?",0,The Adventures of Alice in Wonderland,0,0,1,0
said the Duck.,0,The Adventures of Alice in Wonderland,0,0,1,0
"Found _it_, the Mouse replied rather crossly: of course you know what it means.",0,The Adventures of Alice in Wonderland,0,0,1,0
"I know what it means well enough, when _I_ find a thing, said the Duck: it s generally a frog or a worm.",0,The Adventures of Alice in Wonderland,0,0,1,0
"The question is, what did the archbishop find?",0,The Adventures of Alice in Wonderland,0,0,1,0
"The Mouse did not notice this question, but hurriedly went on, found it advisable to go with Edgar Atheling to meet William and offer him the crown.",0,The Adventures of Alice in Wonderland,0,0,1,0
William s conduct at first was moderate.,0,The Adventures of Alice in Wonderland,0,0,1,0
"But the insolence of his Normans How are you getting on now, my dear?",0,The Adventures of Alice in Wonderland,0,0,1,0
"it continued, turning to Alice as it spoke.",0,The Adventures of Alice in Wonderland,0,0,1,0
"As wet as ever, said Alice in a melancholy tone: it doesn t seem to dry me at all.",0,The Adventures of Alice in Wonderland,0,0,1,0
"In that case, said the Dodo solemnly, rising to its feet, I move that the meeting adjourn, for the immediate adoption of more energetic remedies Speak English!",0,The Adventures of Alice in Wonderland,0,0,1,0
said the Eaglet.,0,The Adventures of Alice in Wonderland,0,0,1,0
"I don t know the meaning of half those long words, and, what s more, I don t believe you do either!",0,The Adventures of Alice in Wonderland,0,0,1,0
And the Eaglet bent down its head to hide a smile: some of the other birds tittered audibly.,0,The Adventures of Alice in Wonderland,1,0,1,0
"What I was going to say, said the Dodo in an offended tone, was, that the best thing to get us dry would be a Caucus-race.",0,The Adventures of Alice in Wonderland,0,0,1,0
What _is_ a Caucus-race?,0,The Adventures of Alice in Wonderland,0,0,1,0
"said Alice; not that she wanted much to know, but the Dodo had paused as if it thought that _somebody_ ought to speak, and no one else seemed inclined to say anything.",0,The Adventures of Alice in Wonderland,0,0,1,0
"Why, said the Dodo, the best way to explain it is to do it.",0,The Adventures of Alice in Wonderland,0,0,1,0
"(And, as you might like to try the thing yourself, some winter day, I will tell you how the Dodo managed it.)",0,The Adventures of Alice in Wonderland,0,0,1,0
"First it marked out a race-course, in a sort of circle, ( the exact shape doesn t matter, it said,) and then all the party were placed along the course, here and there.",0,The Adventures of Alice in Wonderland,0,0,1,0
"There was no One, two, three, and away, but they began running when they liked, and left off when they liked, so that it was not easy to know when the race was over.",0,The Adventures of Alice in Wonderland,0,0,1,0
"However, when they had been running half an hour or so, and were quite dry again, the Dodo suddenly called out The race is over!",0,The Adventures of Alice in Wonderland,0,0,1,0
"and they all crowded round it, panting, and asking, But who has won?",0,The Adventures of Alice in Wonderland,0,0,1,0
"This question the Dodo could not answer without a great deal of thought, and it sat for a long time with one finger pressed upon its forehead (the position in which you usually see Shakespeare, in the pictures of him), while the rest waited in silence.",0,The Adventures of Alice in Wonderland,0,0,1,0
"At last the Dodo said, _Everybody_ has won, and all must have prizes.",0,The Adventures of Alice in Wonderland,0,0,1,0
But who is to give the prizes?,0,The Adventures of Alice in Wonderland,0,0,1,0
quite a chorus of voices asked.,0,The Adventures of Alice in Wonderland,0,0,1,0
"Why, _she_, of course, said the Dodo, pointing to Alice with one finger; and the whole party at once crowded round her, calling out in a confused way, Prizes!",0,The Adventures of Alice in Wonderland,0,0,1,0
Prizes!,0,The Adventures of Alice in Wonderland,1,0,1,0
"Alice had no idea what to do, and in despair she put her hand in her pocket, and pulled out a box of comfits, (luckily the salt water had not got into it), and handed them round as prizes.",0,The Adventures of Alice in Wonderland,0,0,1,0
"There was exactly one a-piece, all round.",0,The Adventures of Alice in Wonderland,0,0,1,0
"But she must have a prize herself, you know, said the Mouse.",0,The Adventures of Alice in Wonderland,0,0,1,0
"Of course, the Dodo replied very gravely.",0,The Adventures of Alice in Wonderland,0,0,1,0
What else have you got in your pocket?,0,The Adventures of Alice in Wonderland,0,0,1,0
"he went on, turning to Alice.",0,The Adventures of Alice in Wonderland,0,0,1,0
"Only a thimble, said Alice sadly.",0,The Adventures of Alice in Wonderland,0,0,1,0
"Hand it over here, said the Dodo.",0,The Adventures of Alice in Wonderland,0,0,1,0
"Then they all crowded round her once more, while the Dodo solemnly presented the thimble, saying We beg your acceptance of this elegant thimble; and, when it had finished this short speech, they all cheered.",0,The Adventures of Alice in Wonderland,0,0,1,0
"Alice thought the whole thing very absurd, but they all looked so grave that she did not dare to laugh; and, as she could not think of anything to say, she simply bowed, and took the thimble, looking as solemn as she could.",0,The Adventures of Alice in Wonderland,0,0,1,0
"The next thing was to eat the comfits: this caused some noise and confusion, as the large birds complained that they could not taste theirs, and the small ones choked and had to be patted on the back.",0,The Adventures of Alice in Wonderland,0,0,1,0
"However, it was over at last, and they sat down again in a ring, and begged the Mouse to tell them something more.",0,The Adventures of Alice in Wonderland,0,0,1,0
"You promised to tell me your history, you know, said Alice, and why it is you hate C and D, she added in a whisper, half afraid that it would be offended again.",0,The Adventures of Alice in Wonderland,0,0,1,0
Mine is a long and a sad tale!,0,The Adventures of Alice in Wonderland,0,1,1,0
"said the Mouse, turning to Alice, and sighing.",0,The Adventures of Alice in Wonderland,0,0,1,0
"It _is_ a long tail, certainly, said Alice, looking down with wonder at the Mouse s tail; but why do you call it sad?",0,The Adventures of Alice in Wonderland,0,0,1,0
"And she kept on puzzling about it while the Mouse was speaking, so that her idea of the tale was something like this: Fury said to a mouse, That he met in the house, Let us both go to law: _I_ will prosecute _you_.",0,The Adventures of Alice in Wonderland,0,0,1,0
"Come, I ll take no denial; We must have a trial: For really this morning I ve nothing to do.",0,The Adventures of Alice in Wonderland,0,0,1,0
"Said the mouse to the cur, Such a trial, dear sir, With no jury or judge, would be wasting our breath.",0,The Adventures of Alice in Wonderland,0,0,1,0
"I ll be judge, I ll be jury, Said cunning old Fury: I ll try the whole cause, and condemn you to death.",0,The Adventures of Alice in Wonderland,0,0,1,0
You are not attending!,0,The Adventures of Alice in Wonderland,1,0,1,0
said the Mouse to Alice severely.,0,The Adventures of Alice in Wonderland,0,0,1,0
What are you thinking of?,0,The Adventures of Alice in Wonderland,1,0,1,0
"I beg your pardon, said Alice very humbly: you had got to the fifth bend, I think?",0,The Adventures of Alice in Wonderland,0,0,1,0
"I had _not!_ cried the Mouse, sharply and very angrily.",0,The Adventures of Alice in Wonderland,0,0,1,0
A knot!,0,The Adventures of Alice in Wonderland,0,0,1,0
"said Alice, always ready to make herself useful, and looking anxiously about her.",0,The Adventures of Alice in Wonderland,0,0,1,0
"Oh, do let me help to undo it!",0,The Adventures of Alice in Wonderland,0,0,1,0
"I shall do nothing of the sort, said the Mouse, getting up and walking away.",0,The Adventures of Alice in Wonderland,0,0,1,0
You insult me by talking such nonsense!,0,The Adventures of Alice in Wonderland,1,0,1,1
I didn t mean it!,0,The Adventures of Alice in Wonderland,1,0,1,1
pleaded poor Alice.,0,The Adventures of Alice in Wonderland,0,0,1,0
"But you re so easily offended, you know!",0,The Adventures of Alice in Wonderland,0,0,1,0
The Mouse only growled in reply.,0,The Adventures of Alice in Wonderland,0,0,1,0
Please come back and finish your story!,0,The Adventures of Alice in Wonderland,0,0,1,0
"Alice called after it; and the others all joined in chorus, Yes, please do!",0,The Adventures of Alice in Wonderland,0,0,1,0
"but the Mouse only shook its head impatiently, and walked a little quicker.",0,The Adventures of Alice in Wonderland,0,0,1,0
What a pity it wouldn t stay!,0,The Adventures of Alice in Wonderland,0,0,1,0
"sighed the Lory, as soon as it was quite out of sight; and an old Crab took the opportunity of saying to her daughter Ah, my dear!",0,The Adventures of Alice in Wonderland,0,0,1,0
Let this be a lesson to you never to lose _your_ temper!,0,The Adventures of Alice in Wonderland,0,0,1,0
"Hold your tongue, Ma!",0,The Adventures of Alice in Wonderland,0,0,1,1
"said the young Crab, a little snappishly.",0,The Adventures of Alice in Wonderland,0,0,1,0
You re enough to try the patience of an oyster!,0,The Adventures of Alice in Wonderland,0,0,1,0
"I wish I had our Dinah here, I know I do!",0,The Adventures of Alice in Wonderland,0,0,1,0
"said Alice aloud, addressing nobody in particular.",0,The Adventures of Alice in Wonderland,0,0,1,0
She d soon fetch it back!,0,The Adventures of Alice in Wonderland,1,0,1,1
"And who is Dinah, if I might venture to ask the question?",0,The Adventures of Alice in Wonderland,0,0,1,0
said the Lory.,0,The Adventures of Alice in Wonderland,1,0,1,1
"Alice replied eagerly, for she was always ready to talk about her pet: Dinah s our cat.",0,The Adventures of Alice in Wonderland,1,0,1,0
And she s such a capital one for catching mice you can t think!,0,The Adventures of Alice in Wonderland,0,0,1,0
"And oh, I wish you could see her after the birds!",0,The Adventures of Alice in Wonderland,1,0,1,0
